Brain Area,Window Size,Window Start,Session,Train Accuracy,Test Accuracy
PPC,8,33,0588_20181026,"[48.655256723716384, 55.50122249388753, 59.41320293398533, 59.65770171149144, 61.613691931540345, 61.613691931540345, 62.10268948655257, 62.34718826405868, 62.34718826405868, 62.836185819070906, 63.81418092909536, 62.59168704156479, 63.81418092909536, 62.836185819070906, 62.34718826405868, 62.34718826405868, 62.34718826405868, 63.080684596577015, 63.56968215158924, 63.81418092909536, 63.81418092909536, 63.56968215158924, 62.836185819070906, 63.56968215158924, 64.79217603911981, 64.05867970660147, 63.080684596577015, 64.79217603911981, 65.03667481662592, 64.54767726161369, 64.79217603911981, 64.05867970660147, 63.32518337408313, 63.56968215158924, 65.77017114914426, 64.79217603911981, 65.28117359413203, 63.56968215158924, 64.54767726161369]",49.51456310679612
PPC,8,34,0588_20181026,"[55.74572127139364, 55.99022004889976, 55.99022004889976, 56.23471882640587, 55.99022004889976, 58.43520782396088, 57.946210268948654, 57.45721271393643, 60.391198044009776, 60.14669926650367, 59.65770171149144, 62.34718826405868, 64.79217603911981, 59.65770171149144, 62.836185819070906, 64.79217603911981, 63.32518337408313, 66.25916870415648, 65.03667481662592, 66.25916870415648, 65.77017114914426, 65.52567237163814, 66.25916870415648, 65.77017114914426, 65.77017114914426, 66.99266503667482, 66.01466992665037, 65.77017114914426, 66.25916870415648, 66.99266503667482, 66.99266503667482, 65.52567237163814, 66.99266503667482, 66.50366748166259, 67.23716381418093, 65.52567237163814, 66.99266503667482, 67.48166259168704, 67.23716381418093]",50.48543689320388
PPC,8,35,0588_20181026,"[55.99022004889976, 55.99022004889976, 55.99022004889976, 56.479217603911984, 59.168704156479215, 58.67970660146699, 59.41320293398533, 59.168704156479215, 59.65770171149144, 59.90220048899756, 58.924205378973106, 59.41320293398533, 60.63569682151589, 59.41320293398533, 60.391198044009776, 61.613691931540345, 60.880195599022, 60.880195599022, 61.858190709046454, 59.90220048899756, 62.34718826405868, 62.836185819070906, 62.10268948655257, 62.59168704156479, 63.32518337408313, 62.59168704156479, 62.836185819070906, 63.32518337408313, 63.32518337408313, 63.080684596577015, 62.10268948655257, 63.56968215158924, 62.59168704156479, 63.32518337408313, 64.05867970660147, 63.080684596577015, 63.32518337408313, 63.56968215158924, 62.34718826405868]",49.51456310679612
PPC,8,36,0588_20181026,"[56.479217603911984, 56.479217603911984, 54.52322738386308, 56.23471882640587, 57.45721271393643, 59.41320293398533, 59.90220048899756, 60.880195599022, 59.65770171149144, 60.14669926650367, 59.41320293398533, 59.65770171149144, 61.613691931540345, 60.63569682151589, 60.391198044009776, 59.41320293398533, 62.34718826405868, 60.880195599022, 60.391198044009776, 62.10268948655257, 60.880195599022, 60.63569682151589, 62.34718826405868, 61.613691931540345, 61.12469437652812, 60.63569682151589, 60.63569682151589, 61.36919315403423, 61.36919315403423, 60.63569682151589, 61.36919315403423, 61.36919315403423, 61.12469437652812, 60.63569682151589, 61.36919315403423, 60.880195599022, 62.34718826405868, 61.36919315403423, 61.12469437652812]",51.45631067961165
PPC,8,0,0756_20181004,"[58.27067669172932, 61.278195488721806, 61.278195488721806, 62.78195488721804, 62.40601503759399, 63.909774436090224, 63.53383458646616, 64.66165413533835, 65.41353383458646, 64.28571428571429, 66.9172932330827, 67.66917293233082, 64.66165413533835, 67.66917293233082, 69.17293233082707, 67.29323308270676, 68.42105263157895, 66.54135338345864, 69.92481203007519, 69.17293233082707, 69.17293233082707, 69.17293233082707, 70.30075187969925, 69.54887218045113, 69.54887218045113, 69.92481203007519, 70.67669172932331, 70.30075187969925, 70.67669172932331, 69.54887218045113, 71.05263157894737, 71.80451127819549, 71.42857142857143, 71.05263157894737, 71.80451127819549, 72.93233082706767, 72.18045112781955, 72.18045112781955, 72.18045112781955, 70.30075187969925, 71.05263157894737, 71.42857142857143, 73.6842105263158, 73.30827067669173, 71.80451127819549, 71.80451127819549, 72.18045112781955, 72.55639097744361, 72.93233082706767, 72.93233082706767, 72.93233082706767, 72.55639097744361, 73.6842105263158, 73.30827067669173, 73.30827067669173, 73.6842105263158, 74.06015037593986, 74.43609022556392, 73.6842105263158, 72.18045112781955]",46.26865671641791
PPC,8,1,0756_20181004,"[47.36842105263158, 59.02255639097744, 62.03007518796993, 62.03007518796993, 63.909774436090224, 64.66165413533835, 65.0375939849624, 63.53383458646616, 63.909774436090224, 63.1578947368421, 65.41353383458646, 66.54135338345864, 65.0375939849624, 65.41353383458646, 65.78947368421052, 66.16541353383458, 67.29323308270676, 67.29323308270676, 66.9172932330827, 67.29323308270676, 68.796992481203, 69.17293233082707, 68.04511278195488, 68.42105263157895, 68.04511278195488, 67.66917293233082, 67.66917293233082, 67.29323308270676, 68.42105263157895, 66.9172932330827, 67.29323308270676, 69.17293233082707, 68.796992481203, 69.17293233082707, 68.796992481203, 69.54887218045113, 69.92481203007519, 69.17293233082707, 70.67669172932331, 72.18045112781955, 72.55639097744361, 72.55639097744361, 72.55639097744361, 71.80451127819549, 71.80451127819549, 72.18045112781955, 72.18045112781955, 72.55639097744361, 72.55639097744361, 72.18045112781955, 72.55639097744361, 72.18045112781955, 72.93233082706767, 73.30827067669173, 74.06015037593986, 72.18045112781955, 73.6842105263158, 72.93233082706767, 73.30827067669173, 73.30827067669173]",56.71641791044776
PPC,8,2,0756_20181004,"[51.12781954887218, 63.1578947368421, 65.78947368421052, 68.04511278195488, 65.41353383458646, 66.9172932330827, 68.04511278195488, 69.17293233082707, 70.67669172932331, 69.54887218045113, 73.30827067669173, 73.30827067669173, 76.69172932330827, 77.06766917293233, 78.94736842105263, 78.94736842105263, 77.06766917293233, 80.07518796992481, 79.32330827067669, 78.57142857142857, 80.07518796992481, 78.94736842105263, 80.45112781954887, 80.07518796992481, 79.69924812030075, 80.07518796992481, 80.07518796992481, 79.32330827067669, 80.45112781954887, 80.07518796992481, 80.45112781954887, 79.32330827067669, 79.69924812030075, 80.07518796992481, 81.203007518797, 80.45112781954887, 81.57894736842105, 80.45112781954887, 81.203007518797, 80.45112781954887, 79.69924812030075, 80.07518796992481, 80.82706766917293, 80.45112781954887, 80.82706766917293, 80.07518796992481, 80.45112781954887, 80.45112781954887, 80.07518796992481, 80.07518796992481, 79.32330827067669, 80.07518796992481, 80.45112781954887, 80.07518796992481, 80.45112781954887, 80.07518796992481, 80.07518796992481, 80.45112781954887, 80.07518796992481, 80.45112781954887]",58.208955223880594
PPC,8,3,0756_20181004,"[49.24812030075188, 63.1578947368421, 66.9172932330827, 66.9172932330827, 69.17293233082707, 68.42105263157895, 70.30075187969925, 68.796992481203, 70.67669172932331, 70.67669172932331, 71.80451127819549, 73.30827067669173, 73.6842105263158, 73.6842105263158, 76.69172932330827, 77.44360902255639, 73.6842105263158, 75.18796992481202, 77.81954887218045, 76.3157894736842, 77.81954887218045, 77.44360902255639, 77.81954887218045, 78.57142857142857, 79.32330827067669, 80.07518796992481, 79.32330827067669, 79.69924812030075, 80.07518796992481, 79.69924812030075, 80.07518796992481, 80.45112781954887, 81.203007518797, 80.45112781954887, 78.94736842105263, 79.69924812030075, 80.82706766917293, 79.69924812030075, 81.203007518797, 80.07518796992481, 81.57894736842105, 80.45112781954887, 80.82706766917293, 80.45112781954887, 81.203007518797, 80.82706766917293, 80.45112781954887, 81.57894736842105, 80.82706766917293, 80.07518796992481, 80.45112781954887, 80.45112781954887, 80.82706766917293, 81.203007518797, 81.203007518797, 81.203007518797, 81.203007518797, 81.57894736842105, 81.95488721804512, 81.203007518797]",56.71641791044776
PPC,8,4,0756_20181004,"[56.015037593984964, 66.9172932330827, 69.92481203007519, 71.42857142857143, 72.55639097744361, 73.30827067669173, 72.93233082706767, 73.6842105263158, 74.81203007518798, 76.69172932330827, 75.56390977443608, 76.69172932330827, 77.44360902255639, 76.69172932330827, 76.69172932330827, 76.3157894736842, 76.3157894736842, 77.06766917293233, 77.06766917293233, 76.3157894736842, 77.44360902255639, 76.69172932330827, 76.69172932330827, 77.06766917293233, 76.69172932330827, 77.44360902255639, 77.44360902255639, 77.44360902255639, 77.81954887218045, 77.06766917293233, 77.44360902255639, 78.19548872180451, 78.19548872180451, 77.81954887218045, 78.94736842105263, 78.94736842105263, 78.57142857142857, 78.94736842105263, 78.94736842105263, 79.32330827067669, 79.32330827067669, 78.94736842105263, 78.94736842105263, 79.69924812030075, 79.69924812030075, 79.32330827067669, 79.32330827067669, 79.32330827067669, 79.69924812030075, 78.94736842105263, 79.69924812030075, 79.32330827067669, 78.57142857142857, 79.32330827067669, 80.07518796992481, 79.69924812030075, 79.32330827067669, 80.07518796992481, 79.69924812030075, 80.82706766917293]",68.65671641791045
PPC,8,5,0756_20181004,"[56.766917293233085, 65.78947368421052, 68.04511278195488, 72.55639097744361, 72.55639097744361, 71.80451127819549, 72.93233082706767, 74.43609022556392, 74.81203007518798, 74.81203007518798, 75.56390977443608, 76.3157894736842, 75.56390977443608, 77.06766917293233, 77.06766917293233, 76.69172932330827, 76.3157894736842, 77.06766917293233, 75.56390977443608, 76.69172932330827, 77.06766917293233, 78.19548872180451, 78.19548872180451, 77.81954887218045, 78.57142857142857, 77.81954887218045, 77.06766917293233, 78.19548872180451, 78.19548872180451, 77.81954887218045, 78.19548872180451, 78.19548872180451, 77.44360902255639, 78.19548872180451, 77.81954887218045, 78.19548872180451, 78.57142857142857, 78.19548872180451, 78.57142857142857, 78.94736842105263, 78.57142857142857, 78.19548872180451, 78.94736842105263, 78.19548872180451, 78.57142857142857, 78.94736842105263, 78.94736842105263, 78.57142857142857, 78.94736842105263, 78.19548872180451, 78.94736842105263, 78.94736842105263, 78.94736842105263, 78.94736842105263, 78.57142857142857, 78.19548872180451, 78.94736842105263, 78.57142857142857, 78.57142857142857, 78.57142857142857]",64.17910447761194
PPC,8,6,0756_20181004,"[60.150375939849624, 67.29323308270676, 71.80451127819549, 72.18045112781955, 74.43609022556392, 74.06015037593986, 75.93984962406014, 77.06766917293233, 77.06766917293233, 77.81954887218045, 79.32330827067669, 80.45112781954887, 80.45112781954887, 81.57894736842105, 80.82706766917293, 81.203007518797, 80.82706766917293, 82.33082706766918, 81.57894736842105, 81.203007518797, 82.33082706766918, 83.45864661654136, 83.0827067669173, 83.45864661654136, 83.0827067669173, 83.45864661654136, 84.58646616541354, 83.0827067669173, 83.0827067669173, 84.9624060150376, 83.45864661654136, 84.21052631578948, 84.58646616541354, 84.58646616541354, 84.58646616541354, 84.58646616541354, 84.21052631578948, 84.58646616541354, 85.71428571428571, 85.71428571428571, 85.33834586466165, 84.9624060150376, 85.71428571428571, 85.33834586466165, 86.09022556390977, 85.71428571428571, 85.71428571428571, 85.71428571428571, 85.71428571428571, 86.09022556390977, 86.09022556390977, 85.71428571428571, 86.09022556390977, 86.09022556390977, 86.09022556390977, 85.71428571428571, 85.71428571428571, 85.71428571428571, 85.71428571428571, 85.71428571428571]",70.14925373134328
PPC,8,7,0756_20181004,"[60.526315789473685, 75.18796992481202, 75.93984962406014, 76.3157894736842, 77.81954887218045, 78.94736842105263, 78.94736842105263, 81.203007518797, 81.203007518797, 81.95488721804512, 82.33082706766918, 83.83458646616542, 83.83458646616542, 83.83458646616542, 83.83458646616542, 84.21052631578948, 84.21052631578948, 84.58646616541354, 85.33834586466165, 84.21052631578948, 84.9624060150376, 86.09022556390977, 85.71428571428571, 86.09022556390977, 86.84210526315789, 86.46616541353383, 86.46616541353383, 86.09022556390977, 86.09022556390977, 86.46616541353383, 86.84210526315789, 86.84210526315789, 86.84210526315789, 86.09022556390977, 86.46616541353383, 87.59398496240601, 88.7218045112782, 88.34586466165413, 87.96992481203007, 88.7218045112782, 88.7218045112782, 88.7218045112782, 88.7218045112782, 88.7218045112782, 88.34586466165413, 88.34586466165413, 88.7218045112782, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.47368421052632, 89.84962406015038, 89.47368421052632, 89.09774436090225]",74.6268656716418
PPC,8,8,0756_20181004,"[56.766917293233085, 74.81203007518798, 80.07518796992481, 81.203007518797, 82.70676691729324, 84.21052631578948, 83.83458646616542, 84.58646616541354, 83.83458646616542, 82.70676691729324, 85.33834586466165, 85.33834586466165, 85.71428571428571, 84.9624060150376, 86.09022556390977, 84.58646616541354, 85.71428571428571, 86.09022556390977, 86.09022556390977, 85.71428571428571, 87.59398496240601, 87.59398496240601, 86.46616541353383, 87.96992481203007, 87.21804511278195, 87.59398496240601, 87.96992481203007, 86.09022556390977, 87.96992481203007, 87.21804511278195, 86.46616541353383, 87.96992481203007, 87.96992481203007, 87.59398496240601, 87.96992481203007, 87.96992481203007, 88.34586466165413, 87.21804511278195, 87.96992481203007, 87.96992481203007, 88.34586466165413, 88.34586466165413, 88.34586466165413, 88.34586466165413, 87.96992481203007, 87.96992481203007, 88.34586466165413, 88.7218045112782, 88.34586466165413, 88.34586466165413, 88.7218045112782, 89.09774436090225, 89.09774436090225, 88.34586466165413, 89.09774436090225, 88.7218045112782, 88.34586466165413, 89.47368421052632, 88.34586466165413, 89.09774436090225]",88.05970149253731
PPC,8,9,0756_20181004,"[59.774436090225564, 74.06015037593986, 80.45112781954887, 82.70676691729324, 83.83458646616542, 84.9624060150376, 85.33834586466165, 85.71428571428571, 86.46616541353383, 86.84210526315789, 87.59398496240601, 86.84210526315789, 88.7218045112782, 88.7218045112782, 89.47368421052632, 89.47368421052632, 89.84962406015038, 90.22556390977444, 90.6015037593985, 90.97744360902256, 90.97744360902256, 89.84962406015038, 90.97744360902256, 91.72932330827068, 90.97744360902256, 90.6015037593985, 90.6015037593985, 90.6015037593985, 90.97744360902256, 90.97744360902256, 91.35338345864662, 91.35338345864662, 91.35338345864662, 91.35338345864662, 91.72932330827068, 92.10526315789474, 91.72932330827068, 91.72932330827068, 92.10526315789474, 92.10526315789474, 92.4812030075188, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.10526315789474, 92.4812030075188, 92.10526315789474, 92.85714285714286, 92.85714285714286, 93.23308270676692, 92.4812030075188]",76.11940298507463
PPC,8,10,0756_20181004,"[50.0, 81.203007518797, 83.45864661654136, 86.46616541353383, 88.7218045112782, 89.47368421052632, 90.6015037593985, 91.35338345864662, 90.97744360902256, 91.72932330827068, 92.4812030075188, 91.72932330827068, 93.23308270676692, 93.23308270676692, 92.85714285714286, 93.23308270676692, 93.98496240601504, 93.60902255639098, 95.11278195488721, 94.73684210526316, 95.48872180451127, 95.86466165413533, 95.48872180451127, 95.86466165413533, 96.2406015037594, 95.11278195488721, 96.2406015037594, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.48872180451127, 95.86466165413533, 95.86466165413533, 96.2406015037594, 95.86466165413533, 96.2406015037594, 96.2406015037594, 96.61654135338345, 96.2406015037594, 96.61654135338345, 96.61654135338345, 96.61654135338345, 96.99248120300751, 96.2406015037594, 96.2406015037594, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.61654135338345, 96.99248120300751, 96.99248120300751, 96.61654135338345, 96.61654135338345, 96.99248120300751, 96.61654135338345, 96.61654135338345, 96.61654135338345, 96.61654135338345, 96.61654135338345]",82.08955223880596
PPC,8,11,0756_20181004,"[47.744360902255636, 77.06766917293233, 82.33082706766918, 86.46616541353383, 88.7218045112782, 90.22556390977444, 91.35338345864662, 90.6015037593985, 90.6015037593985, 90.22556390977444, 91.72932330827068, 91.72932330827068, 92.10526315789474, 92.4812030075188, 92.4812030075188, 92.4812030075188, 92.4812030075188, 92.85714285714286, 92.85714285714286, 93.60902255639098, 93.98496240601504, 93.98496240601504, 93.98496240601504, 93.60902255639098, 94.73684210526316, 94.73684210526316, 94.3609022556391, 94.73684210526316, 94.73684210526316, 95.11278195488721, 94.73684210526316, 95.11278195488721, 95.11278195488721, 95.11278195488721, 94.73684210526316, 95.11278195488721, 95.86466165413533, 95.86466165413533, 95.11278195488721, 96.2406015037594, 96.2406015037594, 96.2406015037594, 96.2406015037594, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751, 96.99248120300751]",86.56716417910448
PPC,8,12,0756_20181004,"[62.40601503759399, 78.57142857142857, 80.82706766917293, 83.45864661654136, 86.84210526315789, 84.9624060150376, 88.34586466165413, 87.59398496240601, 89.09774436090225, 90.22556390977444, 87.59398496240601, 89.09774436090225, 89.47368421052632, 89.47368421052632, 90.97744360902256, 89.09774436090225, 90.22556390977444, 90.6015037593985, 90.22556390977444, 91.35338345864662, 90.6015037593985, 91.35338345864662, 91.35338345864662, 90.6015037593985, 90.97744360902256, 91.35338345864662, 90.97744360902256, 91.35338345864662, 91.72932330827068, 92.4812030075188, 91.35338345864662, 91.72932330827068, 92.10526315789474, 91.72932330827068, 92.10526315789474, 92.4812030075188, 92.85714285714286, 92.85714285714286, 93.23308270676692, 92.85714285714286, 93.23308270676692, 93.23308270676692, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.23308270676692, 93.60902255639098, 93.98496240601504, 93.98496240601504, 93.98496240601504, 93.98496240601504, 93.60902255639098, 93.98496240601504, 94.3609022556391, 94.3609022556391, 94.3609022556391]",85.07462686567165
PPC,8,13,0756_20181004,"[59.02255639097744, 76.69172932330827, 79.32330827067669, 81.95488721804512, 83.0827067669173, 83.45864661654136, 84.58646616541354, 84.58646616541354, 85.33834586466165, 84.9624060150376, 85.33834586466165, 86.84210526315789, 87.21804511278195, 87.21804511278195, 87.59398496240601, 88.34586466165413, 88.7218045112782, 88.34586466165413, 87.96992481203007, 88.7218045112782, 89.47368421052632, 89.84962406015038, 89.47368421052632, 89.84962406015038, 89.84962406015038, 89.84962406015038, 90.22556390977444, 90.22556390977444, 89.84962406015038, 90.22556390977444, 90.22556390977444, 90.22556390977444, 90.6015037593985, 90.6015037593985, 90.22556390977444, 90.22556390977444, 90.97744360902256, 90.22556390977444, 90.22556390977444, 90.97744360902256, 90.6015037593985, 90.6015037593985, 90.97744360902256, 91.35338345864662, 90.97744360902256, 90.97744360902256, 90.97744360902256, 90.97744360902256, 90.97744360902256, 91.35338345864662, 90.97744360902256, 90.97744360902256, 91.35338345864662, 91.35338345864662, 91.35338345864662, 90.97744360902256, 91.35338345864662, 91.35338345864662, 90.97744360902256, 90.97744360902256]",77.61194029850746
PPC,8,14,0756_20181004,"[56.015037593984964, 78.19548872180451, 81.203007518797, 79.69924812030075, 80.45112781954887, 83.83458646616542, 83.83458646616542, 84.58646616541354, 84.9624060150376, 85.71428571428571, 86.46616541353383, 85.71428571428571, 87.59398496240601, 87.21804511278195, 89.09774436090225, 88.34586466165413, 89.47368421052632, 89.09774436090225, 90.22556390977444, 89.84962406015038, 90.22556390977444, 89.47368421052632, 89.84962406015038, 90.97744360902256, 90.97744360902256, 90.22556390977444, 90.6015037593985, 91.35338345864662, 90.97744360902256, 91.35338345864662, 90.97744360902256, 91.35338345864662, 91.72932330827068, 92.10526315789474, 92.10526315789474, 91.72932330827068, 92.85714285714286, 92.85714285714286, 92.85714285714286, 92.85714285714286, 93.23308270676692, 93.23308270676692, 92.85714285714286, 93.23308270676692, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.98496240601504, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098, 93.60902255639098]",80.59701492537313
PPC,8,15,0756_20181004,"[53.00751879699248, 69.54887218045113, 80.07518796992481, 84.21052631578948, 86.09022556390977, 84.9624060150376, 87.21804511278195, 89.09774436090225, 89.84962406015038, 87.96992481203007, 89.84962406015038, 91.35338345864662, 90.97744360902256, 90.97744360902256, 90.97744360902256, 91.35338345864662, 92.4812030075188, 92.10526315789474, 89.47368421052632, 91.35338345864662, 93.23308270676692, 93.60902255639098, 95.11278195488721, 94.3609022556391, 93.60902255639098, 94.3609022556391, 93.98496240601504, 95.48872180451127, 95.11278195488721, 94.73684210526316, 95.48872180451127, 93.98496240601504, 94.3609022556391, 94.73684210526316, 95.11278195488721, 95.86466165413533, 96.2406015037594, 95.11278195488721, 95.86466165413533, 95.86466165413533, 96.2406015037594, 96.61654135338345, 96.99248120300751, 96.99248120300751, 96.61654135338345, 96.61654135338345, 96.99248120300751, 96.99248120300751, 96.61654135338345, 96.99248120300751, 97.36842105263158, 97.74436090225564, 97.36842105263158, 97.36842105263158, 97.36842105263158, 97.74436090225564, 97.36842105263158, 97.36842105263158, 97.74436090225564, 97.36842105263158]",89.55223880597015
PPC,8,16,0756_20181004,"[54.13533834586466, 75.18796992481202, 80.82706766917293, 82.70676691729324, 82.70676691729324, 83.45864661654136, 85.71428571428571, 87.59398496240601, 89.47368421052632, 89.47368421052632, 90.22556390977444, 89.84962406015038, 89.47368421052632, 90.22556390977444, 90.97744360902256, 90.22556390977444, 90.97744360902256, 90.6015037593985, 91.35338345864662, 90.6015037593985, 91.72932330827068, 90.97744360902256, 91.35338345864662, 92.4812030075188, 92.4812030075188, 93.98496240601504, 93.23308270676692, 92.10526315789474, 92.85714285714286, 92.10526315789474, 93.60902255639098, 93.60902255639098, 93.98496240601504, 94.3609022556391, 93.98496240601504, 94.3609022556391, 93.98496240601504, 93.98496240601504, 94.73684210526316, 94.3609022556391, 93.98496240601504, 94.73684210526316, 93.98496240601504, 94.3609022556391, 94.73684210526316, 94.3609022556391, 94.3609022556391, 94.73684210526316, 94.73684210526316, 94.3609022556391, 94.73684210526316, 94.3609022556391, 95.11278195488721, 94.73684210526316, 94.73684210526316, 94.73684210526316, 94.3609022556391, 94.73684210526316, 94.73684210526316, 95.11278195488721]",85.07462686567165
PPC,8,17,0756_20181004,"[51.12781954887218, 69.17293233082707, 78.19548872180451, 81.95488721804512, 84.58646616541354, 86.84210526315789, 86.84210526315789, 89.09774436090225, 88.7218045112782, 90.22556390977444, 90.6015037593985, 90.97744360902256, 91.72932330827068, 90.22556390977444, 92.10526315789474, 92.4812030075188, 92.85714285714286, 92.4812030075188, 90.6015037593985, 92.85714285714286, 93.60902255639098, 93.98496240601504, 94.3609022556391, 94.3609022556391, 94.73684210526316, 94.73684210526316, 95.48872180451127, 95.11278195488721, 95.11278195488721, 94.73684210526316, 94.73684210526316, 95.86466165413533, 95.48872180451127, 95.11278195488721, 95.11278195488721, 95.48872180451127, 94.73684210526316, 95.48872180451127, 93.98496240601504, 95.48872180451127, 95.48872180451127, 95.48872180451127, 95.48872180451127, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.48872180451127, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.48872180451127, 95.48872180451127, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.86466165413533, 95.48872180451127, 95.48872180451127, 95.48872180451127]",82.08955223880596
PPC,8,18,0756_20181004,"[57.5187969924812, 76.69172932330827, 78.19548872180451, 79.32330827067669, 83.0827067669173, 83.45864661654136, 83.83458646616542, 86.84210526315789, 86.46616541353383, 86.46616541353383, 86.46616541353383, 86.84210526315789, 87.59398496240601, 87.96992481203007, 86.09022556390977, 87.96992481203007, 86.09022556390977, 87.59398496240601, 87.21804511278195, 89.09774436090225, 89.09774436090225, 88.7218045112782, 89.09774436090225, 88.7218045112782, 89.84962406015038, 89.09774436090225, 89.09774436090225, 89.84962406015038, 89.09774436090225, 89.09774436090225, 89.84962406015038, 89.09774436090225, 89.47368421052632, 89.84962406015038, 89.84962406015038, 89.84962406015038, 89.47368421052632, 90.22556390977444, 90.97744360902256, 90.22556390977444, 90.6015037593985, 90.97744360902256, 90.6015037593985, 90.6015037593985, 90.97744360902256, 90.6015037593985, 90.97744360902256, 90.6015037593985, 90.97744360902256, 90.97744360902256, 90.6015037593985, 90.97744360902256, 90.97744360902256, 90.6015037593985, 90.97744360902256, 90.97744360902256, 91.35338345864662, 91.72932330827068, 90.97744360902256, 91.35338345864662]",82.08955223880596
PPC,8,19,0756_20181004,"[57.142857142857146, 73.6842105263158, 75.56390977443608, 76.69172932330827, 79.69924812030075, 80.45112781954887, 81.95488721804512, 81.203007518797, 85.71428571428571, 84.21052631578948, 85.71428571428571, 86.84210526315789, 86.46616541353383, 86.46616541353383, 87.21804511278195, 89.09774436090225, 88.34586466165413, 88.34586466165413, 87.96992481203007, 86.09022556390977, 88.7218045112782, 89.47368421052632, 89.47368421052632, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.09774436090225, 89.84962406015038, 89.47368421052632, 88.7218045112782, 90.22556390977444, 88.7218045112782, 90.97744360902256, 89.84962406015038, 89.84962406015038, 89.47368421052632, 89.47368421052632, 90.22556390977444, 89.84962406015038, 89.84962406015038, 89.84962406015038, 90.22556390977444, 90.6015037593985, 90.22556390977444, 90.22556390977444, 90.97744360902256, 90.97744360902256, 90.22556390977444, 90.22556390977444, 90.6015037593985, 90.6015037593985, 90.6015037593985, 90.6015037593985, 90.22556390977444, 90.97744360902256, 90.97744360902256, 90.22556390977444, 91.35338345864662, 90.6015037593985, 90.97744360902256]",80.59701492537313
PPC,8,20,0756_20181004,"[50.37593984962406, 65.0375939849624, 69.54887218045113, 75.56390977443608, 76.3157894736842, 77.81954887218045, 78.94736842105263, 80.45112781954887, 80.07518796992481, 81.203007518797, 82.33082706766918, 82.70676691729324, 82.70676691729324, 83.0827067669173, 82.70676691729324, 83.45864661654136, 81.57894736842105, 84.58646616541354, 84.58646616541354, 85.33834586466165, 85.33834586466165, 85.33834586466165, 84.9624060150376, 84.9624060150376, 84.9624060150376, 84.58646616541354, 86.09022556390977, 84.9624060150376, 84.9624060150376, 85.71428571428571, 86.46616541353383, 85.33834586466165, 85.33834586466165, 86.84210526315789, 86.09022556390977, 87.21804511278195, 86.84210526315789, 86.84210526315789, 87.59398496240601, 86.46616541353383, 86.46616541353383, 87.21804511278195, 87.21804511278195, 87.21804511278195, 87.21804511278195, 87.59398496240601, 87.21804511278195, 86.84210526315789, 87.96992481203007, 87.21804511278195, 87.21804511278195, 86.84210526315789, 87.59398496240601, 87.59398496240601, 87.96992481203007, 87.59398496240601, 87.96992481203007, 87.59398496240601, 88.34586466165413, 88.34586466165413]",77.61194029850746
PPC,8,21,0756_20181004,"[56.015037593984964, 66.9172932330827, 69.54887218045113, 72.93233082706767, 73.6842105263158, 75.93984962406014, 76.69172932330827, 77.81954887218045, 78.94736842105263, 78.19548872180451, 78.94736842105263, 78.19548872180451, 79.69924812030075, 80.07518796992481, 79.69924812030075, 77.44360902255639, 79.32330827067669, 79.32330827067669, 77.81954887218045, 79.32330827067669, 78.94736842105263, 79.69924812030075, 78.94736842105263, 78.57142857142857, 78.19548872180451, 77.81954887218045, 78.19548872180451, 78.19548872180451, 78.57142857142857, 78.94736842105263, 78.57142857142857, 78.57142857142857, 78.94736842105263, 78.19548872180451, 78.19548872180451, 78.57142857142857, 79.69924812030075, 79.32330827067669, 79.69924812030075, 80.45112781954887, 80.07518796992481, 81.57894736842105, 80.45112781954887, 79.69924812030075, 80.82706766917293, 80.82706766917293, 80.07518796992481, 80.07518796992481, 80.07518796992481, 80.45112781954887, 80.82706766917293, 80.82706766917293, 81.203007518797, 80.82706766917293, 81.203007518797, 80.82706766917293, 80.45112781954887, 80.82706766917293, 81.57894736842105, 81.203007518797]",79.1044776119403
