# Expt,Accuracy,Rank
12982019092019.0,0.43842105263157893,3.0
12982019092020.0,0.5326315789473683,62.0
12982019092023.0,0.4689473684210526,20.0
12982019092024.0,0.5510526315789473,72.0
12982019092025.0,0.5105263157894736,35.0
12982019092027.0,0.523157894736842,52.0
12982019092030.0,0.5305263157894737,41.0
12982019092033.0,0.6052631578947368,92.0
12982019092038.0,0.5531578947368421,79.0
12982019092040.0,0.5831578947368421,85.0
12982019092049.0,0.6463157894736842,97.0
12982019092062.0,0.5836842105263158,89.0
12982019092063.0,0.5426315789473685,78.0
12982019092066.0,0.5952631578947368,88.0
12982019092071.0,0.5742105263157894,75.0
12982019092085.0,0.5636842105263158,77.0
12982019092087.0,0.44789473684210523,8.0
12982019092091.0,0.54,60.0
12982019092092.0,0.4468421052631578,7.0
12982019092314.0,0.5666666666666667,81.5
12982019092316.0,0.49333333333333335,29.0
12982019092323.0,0.48,19.5
12982019092326.0,0.5333333333333333,61.0
12982019092327.0,0.4666666666666667,22.0
12982019092328.0,0.5,30.0
12982019092348.0,0.54,67.5
12982019092368.0,0.4066666666666666,1.0
12982019092307.0,0.44666666666666666,7.0
12982019092410.0,0.5763440860215053,98.0
12982019092412.0,0.48730158730158724,19.0
12982019092413.0,0.5572452636968765,91.0
12982019092414.0,0.5189964157706093,64.0
12982019092420.0,0.5000512032770097,36.0
12982019092421.0,0.49375320020481317,30.0
12982019092423.0,0.535279057859703,69.0
12982019092426.0,0.5223246287762416,63.0
12982019092427.0,0.47752176139272906,10.0
12982019092428.0,0.4907322068612391,23.0
12982019092429.0,0.4681515616999488,15.0
12982019092430.0,0.538300051203277,76.0
12982019092431.0,0.5381464413722478,73.0
12982019092432.0,0.567178699436764,96.0
12982019092433.0,0.5698412698412698,98.0
12982019092434.0,0.5064516129032258,49.0
12982019092435.0,0.5094726062467998,53.0
12982019092436.0,0.4841269841269841,18.0
12982019092442.0,0.5287250384024577,78.0
12982019092450.0,0.5732206861239119,99.0
12982019092454.0,0.5701996927803379,94.0
12982019092456.0,0.5158730158730158,54.0
12982019092457.0,0.5319508448540706,71.0
12982019092461.0,0.5193548387096774,54.0
12982019092465.0,0.5285714285714286,71.0
12982019092466.0,0.5124423963133641,46.0
12982019092469.0,0.48719918074756785,26.0
12982019092407.0,0.4841781874039938,21.0
12982019092473.0,0.44905273937532,6.0
12982019092480.0,0.5384024577572964,83.0
12982019092485.0,0.4874551971326165,23.0
12982019092488.0,0.5255504352278545,65.0
12982019092489.0,0.5349718381976447,79.0
12982019092490.0,0.5126984126984128,53.0
